"taxon","id","cover"
"Solitalea koreensis","Xixon25",26
"Solitalea koreensis","Xixon26",43
"Solitalea koreensis","Xixon27",59
"Solitalea koreensis","Xixon28",91
"Solitalea koreensis","Xixon29",142
"Solitalea koreensis","Xixon30",58
"Sorangiineae bacterium","Xixon15",20
"Sorangium cellulosum","Xixon25",17
"Sphingobacterium corticis","Xixon18",28
"Sphingobacterium nematocida","Xixon25",26
"Sphingomonas daechungensis","Xixon01",138
"Sphingomonas daechungensis","Xixon02",29
"Sphingomonas daechungensis","Xixon04",280
"Sphingomonas daechungensis","Xixon05",68
"Sphingomonas daechungensis","Xixon06",81
"Sphingomonas daechungensis","Xixon07",76
"Sphingomonas daechungensis","Xixon08",68
"Sphingomonas daechungensis","Xixon09",105
"Sphingomonas daechungensis","Xixon10",158
"Sphingomonas daechungensis","Xixon11",370
"Sphingomonas daechungensis","Xixon12",60
"Sphingomonas daechungensis","Xixon13",131
"Sphingomonas daechungensis","Xixon14",119
"Sphingomonas daechungensis","Xixon15",72
"Sphingomonas daechungensis","Xixon16",325
"Sphingomonas daechungensis","Xixon17",220
"Sphingomonas daechungensis","Xixon18",28
"Sphingomonas daechungensis","Xixon19",469
"Sphingomonas daechungensis","Xixon20",129
"Sphingomonas daechungensis","Xixon21",376
"Sphingomonas daechungensis","Xixon22",176
"Sphingomonas daechungensis","Xixon23",222
"Sphingomonas daechungensis","Xixon25",90
"Sphingomonas daechungensis","Xixon26",148
"Sphingomonas daechungensis","Xixon27",191
"Sphingomonas daechungensis","Xixon29",47
"Sphingomonas oligoaromativorans","Xixon14",18
"Sphingomonas oligoaromativorans","Xixon24",16
"Spirosoma rigui","Xixon20",97
"Sporocytophaga myxococcoides","Xixon04",11
"Spumella-like flagellate","Xixon04",11
"Spumella-like flagellate","Xixon06",17
"Spumella-like flagellate","Xixon10",20
"Spumella-like flagellate","Xixon20",29
"Spumella-like flagellate","Xixon23",35
"Stackebrandtia soli","Xixon06",15
"Stenotrophomonas nitritireducens","Xixon25",52
"Stenotrophomonas rhizophila","Xixon04",19
"Stenotrophomonas rhizophila","Xixon06",33
"Stenotrophomonas rhizophila","Xixon09",16
"Stenotrophomonas rhizophila","Xixon13",18
"Stenotrophomonas rhizophila","Xixon18",62
"Stenotrophomonas rhizophila","Xixon20",18
"Stenotrophomonas rhizophila","Xixon22",22
"Stenotrophomonas rhizophila","Xixon23",108
"Stenotrophomonas rhizophila","Xixon25",85
"Steroidobacter sp.","Xixon03",101
"Steroidobacter sp.","Xixon24",20
"Streptomyces bluensis","Xixon12",18
"Streptosporangiaceae str.","Xixon18",11
"Sulfuricaulis limicola","Xixon28",15
"Terrimonas sp.","Xixon06",50
"Terrimonas sp.","Xixon18",16
"Thermoactinomyces khenchelensis","Xixon18",19
"Thermobacillus composti","Xixon18",22
"Thermomonosporaceae bacterium","Xixon03",99
"Thymallus thymallus","Xixon06",71
"Thymallus thymallus","Xixon18",17
"Thymallus thymallus","Xixon26",25
"Thymallus thymallus","Xixon29",24
"Tumebacillus ginsengisoli","Xixon01",19
"Turneriella parva","Xixon28",11
"Verrucomicrobia bacterium","Xixon01",207
"Verrucomicrobia bacterium","Xixon02",98
"Verrucomicrobia bacterium","Xixon03",27
"Verrucomicrobia bacterium","Xixon04",138
"Verrucomicrobia bacterium","Xixon05",48
"Verrucomicrobia bacterium","Xixon06",48
"Verrucomicrobia bacterium","Xixon07",36
"Verrucomicrobia bacterium","Xixon08",71
"Verrucomicrobia bacterium","Xixon09",215
"Verrucomicrobia bacterium","Xixon10",105
"Verrucomicrobia bacterium","Xixon11",61
"Verrucomicrobia bacterium","Xixon12",45
"Verrucomicrobia bacterium","Xixon13",47
"Verrucomicrobia bacterium","Xixon14",76
"Verrucomicrobia bacterium","Xixon15",141
"Verrucomicrobia bacterium","Xixon16",21
"Verrucomicrobia bacterium","Xixon17",16
"Verrucomicrobia bacterium","Xixon18",43
"Verrucomicrobia bacterium","Xixon20",57
"Verrucomicrobia bacterium","Xixon22",32
"Verrucomicrobia bacterium","Xixon23",13
"Verrucomicrobia bacterium","Xixon24",18
"Verrucomicrobia bacterium","Xixon25",16
"Verrucomicrobia bacterium","Xixon26",40
"Verrucomicrobia bacterium","Xixon27",113
"Verrucomicrobia bacterium","Xixon28",50
"Verrucomicrobia bacterium","Xixon29",31
"Verrucomicrobia bacterium","Xixon30",88
"Verrucomicrobiaceae bacterium","Xixon04",29
"Verrucomicrobiaceae bacterium","Xixon05",21
"Verrucomicrobiaceae bacterium","Xixon06",35
"Verrucomicrobiaceae bacterium","Xixon09",46
"Verrucomicrobiaceae bacterium","Xixon10",41
"Verrucomicrobiaceae bacterium","Xixon12",20
"Verrucomicrobiaceae bacterium","Xixon13",17
"Verrucomicrobiaceae bacterium","Xixon25",11
"Verrucomicrobiaceae bacterium","Xixon26",11
"Verrucomicrobiaceae bacterium","Xixon27",21
"Verrucomicrobium sp.","Xixon06",21
"actinobacterium BGR","Xixon03",109
"actinobacterium BGR","Xixon24",44
"actinobacterium WWH12","Xixon01",390
"actinobacterium WWH12","Xixon02",126
"actinobacterium WWH12","Xixon04",253
"actinobacterium WWH12","Xixon05",168
"actinobacterium WWH12","Xixon06",296
"actinobacterium WWH12","Xixon07",131
"actinobacterium WWH12","Xixon08",121
"actinobacterium WWH12","Xixon09",405
"actinobacterium WWH12","Xixon10",201
"actinobacterium WWH12","Xixon11",242
"actinobacterium WWH12","Xixon12",203
"actinobacterium WWH12","Xixon13",101
"actinobacterium WWH12","Xixon14",220
"actinobacterium WWH12","Xixon15",163
"actinobacterium WWH12","Xixon16",196
"actinobacterium WWH12","Xixon17",186
"actinobacterium WWH12","Xixon18",174
"actinobacterium WWH12","Xixon19",203
"actinobacterium WWH12","Xixon20",269
"actinobacterium WWH12","Xixon21",181
"actinobacterium WWH12","Xixon22",187
"actinobacterium WWH12","Xixon23",446
"actinobacterium WWH12","Xixon24",43
"actinobacterium WWH12","Xixon25",156
"actinobacterium WWH12","Xixon26",296
"actinobacterium WWH12","Xixon27",344
"actinobacterium WWH12","Xixon28",109
"actinobacterium WWH12","Xixon29",68
"actinobacterium WWH12","Xixon30",64
"agricultural soil","Xixon01",44
"agricultural soil","Xixon02",105
"agricultural soil","Xixon04",17
"agricultural soil","Xixon05",58
"agricultural soil","Xixon06",59
"agricultural soil","Xixon07",54
"agricultural soil","Xixon08",39
"agricultural soil","Xixon10",42
"agricultural soil","Xixon12",45
"agricultural soil","Xixon13",16
"agricultural soil","Xixon14",89
"agricultural soil","Xixon15",52
"agricultural soil","Xixon17",22
"agricultural soil","Xixon18",67
"agricultural soil","Xixon19",28
"agricultural soil","Xixon21",32
"agricultural soil","Xixon22",18
"agricultural soil","Xixon23",25
"agricultural soil","Xixon24",48
"agricultural soil","Xixon25",17
"agricultural soil","Xixon26",29
"agricultural soil","Xixon27",30
"agricultural soil","Xixon28",62
"agricultural soil","Xixon29",78
"agricultural soil","Xixon30",38
"alpha proteobacterium","Xixon02",26
"alpha proteobacterium","Xixon14",42
"anaerobic digester","Xixon18",15
"bacterium","Xixon02",91
"bacterium","Xixon03",87
"bacterium","Xixon05",16
"bacterium","Xixon08",19
"bacterium","Xixon14",44
"bacterium","Xixon20",48
"bacterium","Xixon22",53
"bacterium","Xixon24",114
"bacterium","Xixon28",29
"bacterium","Xixon29",93
"bacterium","Xixon30",58
"bacterium Ellin314","Xixon02",25
"bacterium Ellin314","Xixon03",47
"bacterium Ellin314","Xixon24",77
"bacterium Ellin5012","Xixon24",11
"bacterium Ellin506","Xixon04",21
"bacterium Ellin506","Xixon10",12
"bacterium Ellin506","Xixon11",14
"bacterium Ellin506","Xixon20",15
"bacterium Ellin506","Xixon23",19
"bacterium Ellin507","Xixon02",50
"bacterium Ellin507","Xixon04",50
"bacterium Ellin507","Xixon05",22
"bacterium Ellin507","Xixon06",53
"bacterium Ellin507","Xixon09",55
"bacterium Ellin507","Xixon10",25
"bacterium Ellin507","Xixon15",19
"bacterium Ellin507","Xixon19",46
"bacterium Ellin507","Xixon20",28
"bacterium Ellin507","Xixon26",19
"bacterium Ellin507","Xixon27",59
"bacterium Ellin507","Xixon29",12
"bacterium Ellin5220","Xixon02",87
"bacterium Ellin5220","Xixon03",14
"bacterium Ellin5239","Xixon02",79
"bacterium Ellin5239","Xixon14",39
"bacterium Ellin5239","Xixon24",55
"bacterium Ellin5247","Xixon04",48
"bacterium Ellin5247","Xixon06",35
"bacterium Ellin5247","Xixon10",28
"bacterium Ellin5247","Xixon12",25
"bacterium Ellin5247","Xixon14",12
"bacterium Ellin5247","Xixon17",20
"bacterium Ellin5247","Xixon18",19
"bacterium Ellin5247","Xixon25",32
"bacterium Ellin5247","Xixon26",17
"bacterium Ellin5247","Xixon27",32
"bacterium Ellin5290","Xixon02",26
"bacterium Ellin5290","Xixon03",11
"bacterium Ellin5290","Xixon24",43
"bacterium Ellin5290","Xixon29",12
"bacterium Ellin6034","Xixon02",32
"bacterium Ellin6059","Xixon02",16
"bacterium Ellin6059","Xixon24",11
"bacterium Ellin6515","Xixon02",148
"bacterium Ellin6515","Xixon03",42
"bacterium Ellin6515","Xixon13",11
"bacterium Ellin6515","Xixon14",58
"bacterium Ellin6515","Xixon17",14
"bacterium Ellin6515","Xixon24",118
"bacterium Ellin6515","Xixon29",50
"bacterium Ellin6517","Xixon02",196
"bacterium Ellin6517","Xixon14",14
"bacterium Ellin6517","Xixon24",13
"bacterium Ellin6517","Xixon29",24
"bacterium Ellin6519","Xixon02",86
"bacterium Ellin6519","Xixon24",45
"bacterium Ellin6519","Xixon29",26
"bacterium Ellin6529","Xixon02",31
"bacterium Ellin6529","Xixon03",11
"bacterium Ellin6529","Xixon12",22
"bacterium Ellin6529","Xixon24",41
"bacterium Ellin6529","Xixon29",16
"bacterium Ellin6537","Xixon02",12
"bacterium Ellin6537","Xixon24",12
"bacterium Ellin6543","Xixon02",40
"bacterium Ellin6543","Xixon04",29
"bacterium Ellin6543","Xixon10",46
"bacterium Ellin6543","Xixon11",47
"bacterium Ellin6543","Xixon14",25
"bacterium Ellin6543","Xixon16",52
"bacterium Ellin6543","Xixon22",19
"bacterium Ellin6543","Xixon24",18
"bacterium Ellin6543","Xixon25",17
"bacterium Ellin6543","Xixon26",30
"bacterium Ellin6543","Xixon27",55
"bacterium Ellin6543","Xixon29",30
"bacterium Ellin7504","Xixon02",91
"bacterium Ellin7504","Xixon03",19
"bacterium Ellin7504","Xixon14",38
"bacterium Ellin7504","Xixon24",54
"bacterium Ellin7504","Xixon29",19
"bacterium Ellin7530","Xixon02",41
"bacterium SOSP1-165","Xixon14",89
"bacterium YC-ZSS-LKJ199","Xixon28",27
"bacterium enrichment","Xixon01",300
"bacterium enrichment","Xixon02",67
"bacterium enrichment","Xixon03",255
"bacterium enrichment","Xixon04",80
"bacterium enrichment","Xixon05",183
"bacterium enrichment","Xixon06",140
"bacterium enrichment","Xixon07",198
"bacterium enrichment","Xixon08",229
"bacterium enrichment","Xixon09",158
"bacterium enrichment","Xixon10",125
"bacterium enrichment","Xixon11",60
"bacterium enrichment","Xixon12",220
"bacterium enrichment","Xixon13",99
"bacterium enrichment","Xixon14",277
"bacterium enrichment","Xixon15",172
"bacterium enrichment","Xixon16",144
"bacterium enrichment","Xixon17",135
"bacterium enrichment","Xixon18",159
"bacterium enrichment","Xixon19",63
"bacterium enrichment","Xixon21",64
"bacterium enrichment","Xixon22",51
"bacterium enrichment","Xixon24",34
"bacterium enrichment","Xixon25",148
"bacterium enrichment","Xixon26",156
"bacterium enrichment","Xixon27",189
"bacterium enrichment","Xixon28",115
"bacterium enrichment","Xixon29",53
"bacterium enrichment","Xixon30",202
"beta proteobacterium","Xixon11",12
"beta proteobacterium","Xixon22",28
"cyanobacterium OU 20","Xixon20",32
"delta proteobacterium","Xixon01",130
"delta proteobacterium","Xixon02",110
"delta proteobacterium","Xixon04",44
"delta proteobacterium","Xixon05",57
"delta proteobacterium","Xixon06",41
"delta proteobacterium","Xixon07",77
"delta proteobacterium","Xixon08",137
"delta proteobacterium","Xixon09",55
"delta proteobacterium","Xixon10",32
"delta proteobacterium","Xixon11",46
"delta proteobacterium","Xixon12",80
"delta proteobacterium","Xixon13",25
"delta proteobacterium","Xixon14",125
"delta proteobacterium","Xixon15",47
"delta proteobacterium","Xixon16",21
"delta proteobacterium","Xixon17",42
"delta proteobacterium","Xixon18",76
"delta proteobacterium","Xixon19",14
"delta proteobacterium","Xixon22",77
"delta proteobacterium","Xixon24",107
"delta proteobacterium","Xixon25",37
"delta proteobacterium","Xixon26",54
"delta proteobacterium","Xixon27",36
"delta proteobacterium","Xixon28",113
"delta proteobacterium","Xixon29",71
"delta proteobacterium","Xixon30",213
"groundwater metagenome","Xixon08",16
"groundwater metagenome","Xixon10",17
"groundwater metagenome","Xixon11",29
"groundwater metagenome","Xixon12",16
"groundwater metagenome","Xixon13",10
"groundwater metagenome","Xixon15",25
"groundwater metagenome","Xixon16",10
"groundwater metagenome","Xixon17",12
"groundwater metagenome","Xixon18",28
"groundwater metagenome","Xixon19",28
"groundwater metagenome","Xixon20",28
"groundwater metagenome","Xixon22",25
"groundwater metagenome","Xixon28",37
"groundwater metagenome","Xixon30",22
"hydrothermal vent","Xixon05",9
"hydrothermal vent","Xixon06",25
"hydrothermal vent","Xixon08",23
"hydrothermal vent","Xixon10",15
"hydrothermal vent","Xixon12",14
"hydrothermal vent","Xixon13",13
"hydrothermal vent","Xixon15",42
"hydrothermal vent","Xixon17",27
"hydrothermal vent","Xixon18",21
"hydrothermal vent","Xixon26",12
"hydrothermal vent","Xixon28",42
"marine metagenome","Xixon02",19
"marine metagenome","Xixon04",16
"marine metagenome","Xixon05",13
"marine metagenome","Xixon10",31
"marine metagenome","Xixon14",16
"marine metagenome","Xixon17",19
"marine metagenome","Xixon18",18
"marine metagenome","Xixon19",49
"marine metagenome","Xixon24",15
"metagenome","Xixon01",4137
"metagenome","Xixon02",4750
"metagenome","Xixon03",1326
"metagenome","Xixon04",3330
"metagenome","Xixon05",3090
"metagenome","Xixon06",5533
"metagenome","Xixon07",3488
"metagenome","Xixon08",4720
"metagenome","Xixon09",5579
"metagenome","Xixon10",3748
"metagenome","Xixon11",2085
"metagenome","Xixon12",4238
"metagenome","Xixon13",2534
"metagenome","Xixon14",4305
"metagenome","Xixon15",3013
"metagenome","Xixon16",2111
"metagenome","Xixon17",2909
"metagenome","Xixon18",4460
"metagenome","Xixon19",2723
"metagenome","Xixon20",2702
"metagenome","Xixon21",1448
"metagenome","Xixon22",2073
"metagenome","Xixon23",1286
"metagenome","Xixon24",3128
"metagenome","Xixon25",3441
"metagenome","Xixon26",3507
"metagenome","Xixon27",4749
"metagenome","Xixon28",4142
"metagenome","Xixon29",5439
"metagenome","Xixon30",4393
"microbial mat","Xixon30",29
"myxobacterium AT1-01","Xixon02",43
"myxobacterium AT3-03","Xixon03",29
"planctomycete A-2","Xixon02",12
"planctomycete A-2","Xixon29",16
"planctomycete WY69","Xixon01",21
"planctomycete WY69","Xixon02",48
"planctomycete WY69","Xixon03",18
"planctomycete WY69","Xixon04",10
"planctomycete WY69","Xixon07",17
"planctomycete WY69","Xixon08",16
"planctomycete WY69","Xixon10",19
"planctomycete WY69","Xixon12",19
"planctomycete WY69","Xixon14",17
"planctomycete WY69","Xixon16",17
"planctomycete WY69","Xixon17",13
"planctomycete WY69","Xixon18",14
"planctomycete WY69","Xixon19",24
"planctomycete WY69","Xixon20",18
"planctomycete WY69","Xixon21",12
"planctomycete WY69","Xixon22",34
"planctomycete WY69","Xixon23",17
"planctomycete WY69","Xixon24",21
"planctomycete WY69","Xixon25",15
"planctomycete WY69","Xixon26",11
"planctomycete WY69","Xixon28",12
"planctomycete WY69","Xixon29",26
"planctomycete WY69","Xixon30",36
"soil metagenome","Xixon03",17
"uncultivated soil","Xixon07",20
"uncultivated soil","Xixon11",23
"uncultivated soil","Xixon15",18
"uncultivated soil","Xixon16",20
"uncultivated soil","Xixon17",17
"uncultivated soil","Xixon19",13
"uncultivated soil","Xixon21",18
"uncultured Acetobacteraceae","Xixon01",87
"uncultured Acetobacteraceae","Xixon02",14
"uncultured Acetobacteraceae","Xixon13",10
"uncultured Acetobacteraceae","Xixon14",17
"uncultured Acetobacteraceae","Xixon21",50
"uncultured Acidimicrobiia","Xixon01",150
"uncultured Acidimicrobiia","Xixon02",43
"uncultured Acidimicrobiia","Xixon03",13
"uncultured Acidimicrobiia","Xixon05",30
"uncultured Acidimicrobiia","Xixon06",42
"uncultured Acidimicrobiia","Xixon07",16
"uncultured Acidimicrobiia","Xixon08",50
"uncultured Acidimicrobiia","Xixon09",40
"uncultured Acidimicrobiia","Xixon10",37
"uncultured Acidimicrobiia","Xixon11",18
"uncultured Acidimicrobiia","Xixon12",48
"uncultured Acidimicrobiia","Xixon13",36
"uncultured Acidimicrobiia","Xixon14",63
"uncultured Acidimicrobiia","Xixon16",48
"uncultured Acidimicrobiia","Xixon18",54
"uncultured Acidimicrobiia","Xixon19",18
"uncultured Acidimicrobiia","Xixon20",67
"uncultured Acidimicrobiia","Xixon21",26
"uncultured Acidimicrobiia","Xixon22",80
"uncultured Acidimicrobiia","Xixon23",158
"uncultured Acidimicrobiia","Xixon24",93
"uncultured Acidimicrobiia","Xixon25",38
"uncultured Acidimicrobiia","Xixon26",14
"uncultured Acidimicrobiia","Xixon27",56
"uncultured Acidimicrobiia","Xixon29",63
"uncultured Acidimicrobiia","Xixon30",100
"uncultured Acidobacteria","Xixon01",72
"uncultured Acidobacteria","Xixon02",380
"uncultured Acidobacteria","Xixon03",565
"uncultured Acidobacteria","Xixon04",100
"uncultured Acidobacteria","Xixon05",86
"uncultured Acidobacteria","Xixon06",71
"uncultured Acidobacteria","Xixon07",18
"uncultured Acidobacteria","Xixon08",94
"uncultured Acidobacteria","Xixon09",257
"uncultured Acidobacteria","Xixon10",65
"uncultured Acidobacteria","Xixon11",56
"uncultured Acidobacteria","Xixon12",52
"uncultured Acidobacteria","Xixon13",44
"uncultured Acidobacteria","Xixon14",59
"uncultured Acidobacteria","Xixon15",19
"uncultured Acidobacteria","Xixon16",69
"uncultured Acidobacteria","Xixon17",141
"uncultured Acidobacteria","Xixon18",33
"uncultured Acidobacteria","Xixon19",189
"uncultured Acidobacteria","Xixon20",112
"uncultured Acidobacteria","Xixon21",290
"uncultured Acidobacteria","Xixon22",39
"uncultured Acidobacteria","Xixon23",13
"uncultured Acidobacteria","Xixon24",208
"uncultured Acidobacteria","Xixon25",26
"uncultured Acidobacteria","Xixon26",68
"uncultured Acidobacteria","Xixon27",118
"uncultured Acidobacteria","Xixon28",41
"uncultured Acidobacteria","Xixon29",108
"uncultured Acidobacteria","Xixon30",13
"uncultured Acidobacteriaceae","Xixon01",24
"uncultured Acidobacteriaceae","Xixon04",97
"uncultured Acidobacteriaceae","Xixon05",27
"uncultured Acidobacteriaceae","Xixon06",64
"uncultured Acidobacteriaceae","Xixon07",14
"uncultured Acidobacteriaceae","Xixon08",31
"uncultured Acidobacteriaceae","Xixon10",92
"uncultured Acidobacteriaceae","Xixon11",157
"uncultured Acidobacteriaceae","Xixon14",41
"uncultured Acidobacteriaceae","Xixon15",17
"uncultured Acidobacteriaceae","Xixon16",42
"uncultured Acidobacteriaceae","Xixon17",63
"uncultured Acidobacteriaceae","Xixon19",719
"uncultured Acidobacteriaceae","Xixon20",40
"uncultured Acidobacteriaceae","Xixon21",214
"uncultured Acidobacteriaceae","Xixon22",196
"uncultured Acidobacteriaceae","Xixon23",124
"uncultured Acidobacteriaceae","Xixon24",19
"uncultured Acidobacteriaceae","Xixon27",28
"uncultured Acidobacteriaceae","Xixon28",79
"uncultured Acidobacteriaceae","Xixon29",22
"uncultured Acidobacteriaceae","Xixon30",35
"uncultured Acidobacteriales","Xixon01",279
"uncultured Acidobacteriales","Xixon02",341
"uncultured Acidobacteriales","Xixon03",99
"uncultured Acidobacteriales","Xixon04",215
"uncultured Acidobacteriales","Xixon05",194
"uncultured Acidobacteriales","Xixon06",310
"uncultured Acidobacteriales","Xixon07",250
"uncultured Acidobacteriales","Xixon08",199
"uncultured Acidobacteriales","Xixon09",252
"uncultured Acidobacteriales","Xixon10",216
"uncultured Acidobacteriales","Xixon11",422
"uncultured Acidobacteriales","Xixon12",208
"uncultured Acidobacteriales","Xixon13",306
"uncultured Acidobacteriales","Xixon14",217
"uncultured Acidobacteriales","Xixon15",284
"uncultured Acidobacteriales","Xixon16",282
"uncultured Acidobacteriales","Xixon17",445
"uncultured Acidobacteriales","Xixon18",127
"uncultured Acidobacteriales","Xixon19",322
"uncultured Acidobacteriales","Xixon20",198
"uncultured Acidobacteriales","Xixon21",339
"uncultured Acidobacteriales","Xixon22",210
"uncultured Acidobacteriales","Xixon23",550
"uncultured Acidobacteriales","Xixon24",202
"uncultured Acidobacteriales","Xixon25",101
"uncultured Acidobacteriales","Xixon26",274
"uncultured Acidobacteriales","Xixon27",187
"uncultured Acidobacteriales","Xixon28",101
"uncultured Acidobacteriales","Xixon29",248
"uncultured Acidobacteriales","Xixon30",111
"uncultured Acidobacterium","Xixon01",39
"uncultured Acidobacterium","Xixon02",82
"uncultured Acidobacterium","Xixon03",151
"uncultured Acidobacterium","Xixon04",21
"uncultured Acidobacterium","Xixon07",19
"uncultured Acidobacterium","Xixon08",66
"uncultured Acidobacterium","Xixon18",12
"uncultured Acidobacterium","Xixon21",54
"uncultured Acidobacterium","Xixon24",24
"uncultured Acidobacterium","Xixon25",22
"uncultured Acidobacterium","Xixon26",11
"uncultured Acidobacterium","Xixon27",34
"uncultured Acidobacterium","Xixon28",115
"uncultured Acidobacterium","Xixon30",110
"uncultured Acidothermaceae","Xixon23",92
"uncultured Actinomycetales","Xixon01",158
"uncultured Actinomycetales","Xixon04",274
"uncultured Actinomycetales","Xixon05",227
"uncultured Actinomycetales","Xixon06",880
"uncultured Actinomycetales","Xixon07",232
"uncultured Actinomycetales","Xixon08",394
"uncultured Actinomycetales","Xixon09",144
"uncultured Actinomycetales","Xixon10",708
"uncultured Actinomycetales","Xixon11",289
"uncultured Actinomycetales","Xixon12",272
"uncultured Actinomycetales","Xixon13",192
"uncultured Actinomycetales","Xixon15",171
"uncultured Actinomycetales","Xixon16",517
"uncultured Actinomycetales","Xixon17",690
"uncultured Actinomycetales","Xixon18",296
"uncultured Actinomycetales","Xixon19",59
"uncultured Actinomycetales","Xixon20",43
"uncultured Actinomycetales","Xixon21",656
"uncultured Actinomycetales","Xixon22",44
"uncultured Actinomycetales","Xixon23",414
"uncultured Actinomycetales","Xixon25",183
"uncultured Actinomycetales","Xixon26",465
"uncultured Actinomycetales","Xixon27",198
"uncultured Actinomycetales","Xixon28",122
"uncultured Actinomycetales","Xixon29",51
"uncultured Actinomycetales","Xixon30",52
"uncultured Alcaligenaceae","Xixon21",40
"uncultured Alicyclobacillaceae","Xixon01",70
"uncultured Alicyclobacillaceae","Xixon02",41
"uncultured Alicyclobacillaceae","Xixon05",11
"uncultured Alicyclobacillaceae","Xixon07",33
"uncultured Alicyclobacillaceae","Xixon12",12
"uncultured Alicyclobacillaceae","Xixon13",65
"uncultured Alicyclobacillaceae","Xixon14",17
"uncultured Alicyclobacillaceae","Xixon17",18
"uncultured Alicyclobacillaceae","Xixon19",36
"uncultured Alicyclobacillaceae","Xixon25",11
"uncultured Alicyclobacillaceae","Xixon27",22
"uncultured Alistipes","Xixon23",34
"uncultured Alphaproteobacteria","Xixon01",139
"uncultured Alphaproteobacteria","Xixon02",53
"uncultured Alphaproteobacteria","Xixon03",110
"uncultured Alphaproteobacteria","Xixon04",125
"uncultured Alphaproteobacteria","Xixon05",165
"uncultured Alphaproteobacteria","Xixon06",382
"uncultured Alphaproteobacteria","Xixon07",349
"uncultured Alphaproteobacteria","Xixon08",258
"uncultured Alphaproteobacteria","Xixon09",143
"uncultured Alphaproteobacteria","Xixon10",216
"uncultured Alphaproteobacteria","Xixon11",316
"uncultured Alphaproteobacteria","Xixon12",174
"uncultured Alphaproteobacteria","Xixon13",160
"uncultured Alphaproteobacteria","Xixon14",70
"uncultured Alphaproteobacteria","Xixon15",251
"uncultured Alphaproteobacteria","Xixon16",158
"uncultured Alphaproteobacteria","Xixon17",68
"uncultured Alphaproteobacteria","Xixon18",283
"uncultured Alphaproteobacteria","Xixon19",215
"uncultured Alphaproteobacteria","Xixon20",293
"uncultured Alphaproteobacteria","Xixon21",263
"uncultured Alphaproteobacteria","Xixon22",1610
"uncultured Alphaproteobacteria","Xixon23",755
"uncultured Alphaproteobacteria","Xixon24",108
"uncultured Alphaproteobacteria","Xixon25",198
"uncultured Alphaproteobacteria","Xixon26",234
"uncultured Alphaproteobacteria","Xixon27",107
"uncultured Alphaproteobacteria","Xixon28",158
"uncultured Alphaproteobacteria","Xixon29",134
"uncultured Alphaproteobacteria","Xixon30",150
"uncultured Anaerolineaceae","Xixon02",58
"uncultured Anaerolineaceae","Xixon14",14
"uncultured Anaerolineaceae","Xixon17",19
"uncultured Anaerolineae","Xixon06",64
"uncultured Anaerolineae","Xixon19",49
"uncultured Anaerolineae","Xixon21",102
"uncultured Anaerolineae","Xixon22",47
"uncultured Anaerolineales","Xixon10",12
"uncultured Bacteroidales","Xixon08",77
"uncultured Bacteroidetes","Xixon01",73
"uncultured Bacteroidetes","Xixon02",96
"uncultured Bacteroidetes","Xixon03",12
"uncultured Bacteroidetes","Xixon04",73
"uncultured Bacteroidetes","Xixon05",31
"uncultured Bacteroidetes","Xixon06",143
"uncultured Bacteroidetes","Xixon07",118
"uncultured Bacteroidetes","Xixon08",29
"uncultured Bacteroidetes","Xixon09",80
"uncultured Bacteroidetes","Xixon10",112
"uncultured Bacteroidetes","Xixon11",14
"uncultured Bacteroidetes","Xixon12",86
"uncultured Bacteroidetes","Xixon13",140
"uncultured Bacteroidetes","Xixon14",36
"uncultured Bacteroidetes","Xixon15",15
"uncultured Bacteroidetes","Xixon16",94
"uncultured Bacteroidetes","Xixon17",60
"uncultured Bacteroidetes","Xixon18",97
"uncultured Bacteroidetes","Xixon19",85
"uncultured Bacteroidetes","Xixon20",213
"uncultured Bacteroidetes","Xixon21",57
"uncultured Bacteroidetes","Xixon22",55
"uncultured Bacteroidetes","Xixon23",281
"uncultured Bacteroidetes","Xixon24",18
"uncultured Bacteroidetes","Xixon26",13
"uncultured Bacteroidetes","Xixon27",26
"uncultured Bacteroidetes","Xixon28",52
"uncultured Bacteroidetes","Xixon29",70
"uncultured Bacteroidetes","Xixon30",21
"uncultured Banisveld","Xixon01",77
"uncultured Banisveld","Xixon02",226
"uncultured Banisveld","Xixon05",93
"uncultured Banisveld","Xixon06",23
"uncultured Banisveld","Xixon07",61
"uncultured Banisveld","Xixon08",150
"uncultured Banisveld","Xixon09",34
"uncultured Banisveld","Xixon12",190
"uncultured Banisveld","Xixon13",33
"uncultured Banisveld","Xixon14",52
"uncultured Banisveld","Xixon15",169
"uncultured Banisveld","Xixon17",23
"uncultured Banisveld","Xixon18",17
"uncultured Banisveld","Xixon19",166
"uncultured Banisveld","Xixon21",25
"uncultured Banisveld","Xixon23",16
"uncultured Banisveld","Xixon26",23
"uncultured Banisveld","Xixon27",31
"uncultured Banisveld","Xixon28",371
"uncultured Blastocatella","Xixon04",13
"uncultured Blastocatella","Xixon10",15
"uncultured Blastocatella","Xixon15",18
"uncultured Blastocatella","Xixon17",35
"uncultured Blastocatella","Xixon19",29
"uncultured Blastocatella","Xixon21",21
"uncultured Blastocatella","Xixon28",15
"uncultured Bradyrhizobiaceae","Xixon02",127
"uncultured Bradyrhizobiaceae","Xixon03",55
"uncultured Bradyrhizobiaceae","Xixon04",114
"uncultured Bradyrhizobiaceae","Xixon05",62
"uncultured Bradyrhizobiaceae","Xixon06",88
